"time_period","time_identifier","geographic_level","country_code","country_name","academic_year","YAG","qualification_level","sex","CAH2_code","CAH2_subject","CAH3_code","CAH3_subject","grads","grads_uk","unmatched_percent","overseas_percent","matched","activity_not_captured","no_sust_dest","sust_emp_only","sust_emp_with_or_without_fs","sust_emp_fs_or_both","fs_with_or_without_sust_emp","earnings_include","earnings_LQ","earnings_median","earnings_UQ"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","First-degree","Total","CAH25-01","Creative arts and design","CAH25-01-02","Art",3510,3415,"2.2","2.7","3340","10.4","8.4","75.9","80.3","81.2","5.4","2360","15400","25300","35500"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Total","CAH13-01","Architecture, building and planning","CAH13-01-04","Planning (urban, rural and regional)",850,820,"2.3","3.6","800","6.1","4","85.6","89.3","89.9","4.3","680","34400","44300","56000"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH03-01","Biosciences","CAH03-01-03","Ecology and environmental biology",610,580,"0.8","5.4","575","6.5","8.2","64.5","78.3","85.3","20.7","350","14600","19700","23700"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 7","Total","CAH19-01","English studies","CAH19-01-01","English studies (non-specific)",550,530,"3.4","3.4","515","9.9","4.1","71.1","83.5","86","14.9","340","18700","28200","35900"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 8","Total","CAH01-01","Medicine and dentistry","CAH01-01-02","Medicine (non-specific)",1120,1045,"7.4","6.7","965","13.5","2.3","80.2","84","84.2","4","755","39800","70400","113000"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Total","CAH19-04","Languages and area studies","CAH19-04-09","Others in language and area studies",725,665,"4.1","8.2","635","12.2","5.9","62.2","77.2","81.9","19.7","360","15900","25000","32800"
202122,"Tax year","National","K02000001","United Kingdom","2017/2018","3 YAG","Level 7","Total","CAH15-04","Health and social care","CAH15-04-02","Childhood and youth studies",475,470,"3.2","1","455","4.6","2.4","87.8","92.4","93","5.2","360","14600","22600","31000"
202122,"Tax year","National","K02000001","United Kingdom","2017/2018","3 YAG","Level 7","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-03","Social policy",1065,1035,"2.1","2.8","1015","7.7","4.4","72.3","85.7","87.9","15.6","700","25600","35800","48500"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","Level 7","Total","CAH03-02","Sport and exercise sciences","CAH03-02-01","Sport and exercise sciences",985,950,"0.7","3.5","945","5","3.5","69.9","88.5","91.5","21.6","625","19700","25900","32500"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","First-degree","Total","CAH15-04","Health and social care","CAH15-04-02","Childhood and youth studies",1070,1055,"0.4","1.3","1050","3.8","7","78.4","88.1","89.2","10.8","800","17100","23700","29600"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Total","CAH24-01","Media, journalism and communications","CAH24-01-05","Media studies",5730,5565,"2","2.8","5455","7.9","5.5","82.8","86","86.6","3.8","4310","20800","29600","40200"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Total","CAH19-04","Languages and area studies","CAH19-04-01","French studies",1375,1265,"0.6","8","1255","6.4","6","71.3","83.6","87.6","16.3","865","21200","26300","33200"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Total","CAH19-04","Languages and area studies","CAH19-04-02","German and scandinavian studies",495,435,"0.6","12.2","435","8.4","6","68.6","82.9","85.6","17","290","22600","25900","32500"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Total","CAH19-04","Languages and area studies","CAH19-04-04","Iberian studies",1065,970,"0.7","9","965","7","5.5","72.7","84","87.5","14.9","675","21200","26300","32800"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","Level 7","Total","CAH02-04","Nursing and midwifery","CAH02-04-07","Mental health nursing",680,670,"1.8","1.6","655","3.6","2.1","69.9","93.2","94.3","24.4","450","25900","35400","43800"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","First-degree","Total","CAH25-02","Performing arts","CAH25-02-03","Drama",5745,5620,"0.7","2.2","5575","4.8","5.8","82.5","88.1","89.5","7","4240","15400","21600","27800"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","First-degree","Total","CAH19-01","English studies","CAH19-01-07","Linguistics",645,615,"0.9","4.8","610","9","4","81.8","85.8","87","5.1","485","24900","35900","48300"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Total","CAH10-03","Materials and technology","CAH10-03-06","Others in technology",935,915,"1.9","2","900","9.1","4.7","82.3","85.7","86.2","4","700","20500","30200","42800"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Total","CAH10-01","Engineering","CAH10-01-08","Electrical and electronic engineering",2320,2250,"3.3","3.1","2175","10.2","4.1","81.7","84.9","85.7","4.1","1705","26400","39900","54900"
202122,"Tax year","National","K02000001","United Kingdom","2017/2018","3 YAG","Level 7","Total","CAH17-01","Business and management","CAH17-01-02","Business studies",3415,3270,"4.1","4.3","3135","9.3","5.3","77.8","84","85.4","7.7","2350","30300","49600","84000"
202122,"Tax year","National","K02000001","United Kingdom","2017/2018","3 YAG","First-degree","Total","CAH15-04","Health and social care","CAH15-04-02","Childhood and youth studies",1000,995,"0.8","0.6","985","2.4","6.5","72.2","87.4","91.1","18.9","695","15000","20400","25600"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Total","CAH20-01","History and archaeology","CAH20-01-01","History",1500,1445,"3","3.5","1405","8.5","2.7","60.4","82.7","88.8","28.4","810","19000","25900","33600"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-04","Anthropology",275,260,"1.5","5.3","255","10.2","4.3","63.2","81.7","85.5","22.4","145","20100","29900","39600"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","First-degree","Total","CAH03-01","Biosciences","CAH03-01-08","Molecular biology, biophysics and biochemistry",2390,2335,"0.4","2.2","2330","4.6","5","58.1","78.7","90.4","32.3","1330","21200","26300","33600"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Total","CAH10-03","Materials and technology","CAH10-03-02","Materials technology",60,50,"5.6","13.5","45","16.5","0.8","79.2","82","82.7","3.5","35","20800","38300","59900"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","First-degree","Total","CAH10-03","Materials and technology","CAH10-03-06","Others in technology",1235,1205,"1.7","2.8","1180","7.1","5.8","81.1","86.4","87.1","6","910","16800","22600","29600"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Total","CAH07-04","General, applied and forensic sciences","CAH07-04-02","Forensic and archaeological sciences",1115,1095,"0.7","1.7","1090","4.7","8.3","75.8","84.4","86.9","11.1","815","19300","24800","30700"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Total","CAH04-01","Psychology","CAH04-01-01","Psychology (non-specific)",1895,1835,"4.4","3.1","1755","8.9","3.9","76.5","86.2","87.3","10.8","1250","23400","35000","44200"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Total","CAH02-06","Allied health","CAH02-06-03","Ophthalmics",480,475,"4.7","1.1","450","4.2","3.3","85.1","91.4","92.5","7.3","370","11700","27700","44200"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","First-degree","Total","CAH03-02","Sport and exercise sciences","CAH03-02-01","Sport and exercise sciences",8520,8395,"0.7","1.5","8335","2.1","5.6","57","86.1","92.3","35.4","4565","15700","20400","25200"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Total","CAH19-01","English studies","CAH19-01-05","Creative writing",685,665,"8.3","2.6","610","15.7","6.5","72.4","76","77.8","5.4","400","11300","22300","35000"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Total","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-03","Pharmacy",1735,1710,"3.7","1.4","1645","8.7","3.6","71.5","86.1","87.8","16.3","1125","19300","35900","46800"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 7","Total","CAH07-04","General, applied and forensic sciences","CAH07-04-02","Forensic and archaeological sciences",450,435,"1.8","2.6","430","5.8","5","71.6","85.1","89.1","17.5","305","17500","21500","26600"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 7","Total","CAH03-01","Biosciences","CAH03-01-02","Biology (non-specific)",435,415,"0.5","4.8","410","3.9","5.4","57.1","78.3","90.8","33.7","225","18600","23700","28500"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 7","Total","CAH02-02","Pharmacology, toxicology and pharmacy","CAH02-02-02","Toxicology",40,40,"5","5.6","40","0","2.7","90.7","97.3","97.3","6.6","35","21900","26300","31000"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","First-degree","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",8205,8070,"0.5","1.6","8035","3.7","7.2","73.5","85.8","89.1","15.6","5780","17900","22600","27000"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","First-degree","Total","CAH04-01","Psychology","CAH04-01-05","Others in psychology",330,320,"0.8","2.3","320","3.8","8.7","59.7","79.9","87.5","27.8","185","18600","24500","29200"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","Level 8","Total","CAH25-01","Creative arts and design","CAH25-01-03","Design studies",60,55,"0","6.9","55","6.5","0","90.7","93.5","93.5","2.8","45","22100","38700","47400"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Total","CAH11-01","Computing","CAH11-01-01","Computer science",1125,1065,"3.1","5.4","1030","10","4.5","76.5","84","85.4","8.9","765","34700","49600","73000"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Total","CAH09-01","Mathematical sciences","CAH09-01-01","Mathematics",380,350,"2.7","6.7","345","9.2","7.2","68.5","78.3","83.6","15.1","225","29900","42000","64200"
202324,"Tax year","National","K02000001","United Kingdom","2012/2013","10 YAG","First-degree","Total","CAH17-01","Business and management","CAH17-01-06","Tourism, transport and travel",4590,4430,"0.9","3.5","4390","9.1","5.5","81.8","84.8","85.4","3.6","3475","23800","33700","45800"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","First-degree","Total","CAH02-06","Allied health","CAH02-06-07","Counselling, psychotherapy and occupational therapy",1935,1920,"1","1","1900","3.5","4.9","80","90.1","91.6","11.6","1455","17200","23800","28200"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-02","Adult nursing",6935,6850,"1","1.2","6785","2.9","3.3","73.8","92.7","93.8","20","4900","23000","30700","36900"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","First-degree","Total","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",4970,4860,"0.6","2.2","4830","4","5.1","68","87.5","90.9","22.9","3205","27400","36200","46100"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","Level 8","Total","CAH05-01","Veterinary sciences","CAH05-01-01","Veterinary medicine and dentistry",45,40,"2.5","11.2","40","2.6","5.2","89.6","92.2","92.2","2.6","35","35400","40900","55500"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","Level 8","Total","CAH06-01","Agriculture, food and related studies","CAH06-01-01","Animal science",10,10,"c","c","10","c","c","c","c","c","c","5","c","c","c"
202324,"Tax year","National","K02000001","United Kingdom","2021/2022","1 YAG","Level 7","Total","CAH13-01","Architecture, building and planning","CAH13-01-02","Building",1420,1395,"1.7","1.7","1370","4.4","4","88.6","91.2","91.6","3","1205","30700","40100","53400"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","First-degree","Total","CAH15-04","Health and social care","CAH15-04-03","Health studies",2640,2630,"0.7","0.3","2610","2","7.7","56","82.5","90.3","34.3","1420","14200","20800","26600"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","First-degree","Total","CAH22-01","Education and teaching","CAH22-01-01","Education",8605,8465,"1.9","1.6","8305","5.4","4.5","82.8","89.1","90.1","7.3","6670","14200","20800","27000"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Total","CAH06-01","Agriculture, food and related studies","CAH06-01-01","Animal science",135,130,"0","3.7","130","6.1","3.8","77.1","88.5","90.1","13","100","19000","26300","38700"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Total","CAH03-02","Sport and exercise sciences","CAH03-02-01","Sport and exercise sciences",985,950,"0.7","3.6","945","6.1","2.5","74.1","89.5","91.3","17.2","660","24800","31800","40200"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","Level 8","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-02","Sociology",170,165,"4.8","1.8","160","8.5","1.9","80.8","88.3","89.6","8.8","120","25200","34300","42300"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","First-degree","Total","CAH24-01","Media, journalism and communications","CAH24-01-05","Media studies",5765,5600,"0.8","2.8","5550","5.9","7.2","81.8","85.9","86.9","5.1","4370","17900","23400","29600"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","First-degree","Total","CAH25-02","Performing arts","CAH25-02-03","Drama",4025,3910,"3.9","2.9","3755","7.2","4.5","84.3","87.6","88.4","4.1","2860","15000","23700","34300"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","Level 7","Total","CAH17-01","Business and management","CAH17-01-02","Business studies",2985,2895,"5","3.1","2750","9.9","6.5","76.3","82.1","83.6","7.3","2035","26300","43800","73400"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Total","CAH23-01","Combined and general studies","CAH23-01-01","Combined, general or negotiated studies",4895,4740,"10.1","3.2","4260","13.2","5.2","75.1","80.5","81.6","6.5","2900","14600","26600","39400"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Total","CAH15-01","Sociology, social policy and anthropology","CAH15-01-01","Social sciences (non-specific)",765,715,"8.7","6.9","650","12.9","4.8","72.5","80.7","82.3","9.8","435","21200","35400","50400"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Total","CAH15-04","Health and social care","CAH15-04-03","Health studies",300,300,"2.3","0","295","5.1","3.7","77.6","90.2","91.2","13.6","225","30700","42600","52400"
202223,"Tax year","National","K02000001","United Kingdom","2011/2012","10 YAG","First-degree","Total","CAH17-01","Business and management","CAH17-01-03","Marketing",3350,3220,"1.8","4","3160","9","5.6","83.3","84.9","85.3","2.1","2560","27400","39400","55500"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Total","CAH26-01","Geography, earth and environmental studies","CAH26-01-02","Physical geographical sciences",2295,2185,"1.5","4.7","2155","7.1","3.6","84.6","88.7","89.2","4.6","1765","23200","32800","45300"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","First-degree","Total","CAH17-01","Business and management","CAH17-01-06","Tourism, transport and travel",3040,2885,"3.2","5","2795","9.4","4.2","82.9","86","86.3","3.4","2200","17200","26300","36500"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","Level 7","Total","CAH16-01","Law","CAH16-01-01","Law",3985,3900,"3.1","2.2","3780","7.9","4.7","76.1","85.4","87.4","11.2","2755","21900","33200","50700"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Total","CAH11-01","Computing","CAH11-01-03","Information systems",2170,2115,"2.7","2.3","2060","8.7","5.7","82.6","85.2","85.6","3","1630","22000","34800","49400"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","First-degree","Total","CAH15-04","Health and social care","CAH15-04-01","Social work",5200,5140,"2.5","1.1","5015","6.5","5.4","79.7","87.2","88.1","8.4","3830","20100","31400","39800"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","Level 7","Total","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",2265,2215,"3.2","2.2","2145","4.3","2.5","76.4","92.1","93.1","16.7","1600","27400","38100","46100"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","First-degree","Total","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",2835,2760,"3","2.7","2675","8.1","4.8","77","86.1","87.2","10.2","1965","19800","30400","42800"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 7","Total","CAH16-01","Law","CAH16-01-01","Law",12405,12250,"2","1.2","12005","3.4","4.6","79.5","89.4","92","12.5","9305","23400","30700","45600"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 7","Total","CAH11-01","Computing","CAH11-01-01","Computer science",1125,1080,"3","4","1050","10.1","3.7","72.9","83.9","86.3","13.3","735","28900","41000","56700"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 8","Total","CAH10-01","Engineering","CAH10-01-07","Civil engineering",140,135,"2.2","2.9","130","14.3","3.1","79.6","82.6","82.6","3.1","100","35000","43800","54800"
201718,"Tax year","National","K02000001","United Kingdom","2015/2016","1 YAG","First-degree","Total","CAH11-01","Computing","CAH11-01-03","Information systems",1770,1745,"1.3","1.3","1725","4.9","9","72.6","82.2","86.1","13.4","1225","17500","22600","29200"
201819,"Tax year","National","K02000001","United Kingdom","2012/2013","5 YAG","First-degree","Total","CAH10-01","Engineering","CAH10-01-02","Mechanical engineering",3110,3005,"1.4","3.4","2960","5.7","4.1","81.4","88.9","90.2","8.9","2370","29200","36900","45600"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","First-degree","Total","CAH02-06","Allied health","CAH02-06-01","Health sciences (non-specific)",3485,3400,"2.4","2.5","3320","5.7","4.7","68.8","85.2","89.7","20.9","2220","19300","26300","34700"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","Level 7","Total","CAH20-01","History and archaeology","CAH20-01-02","History of art, architecture and design",445,430,"4.2","3.5","410","10.4","4","59.3","77.6","85.6","26.3","225","15700","24800","31000"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","Level 7","Total","CAH19-01","English studies","CAH19-01-07","Linguistics",275,260,"5.7","7","245","16.7","4.7","61.2","76.1","78.5","17.4","135","20900","29900","37600"
201819,"Tax year","National","K02000001","United Kingdom","2007/2008","10 YAG","Level 8","Total","CAH04-01","Psychology","CAH04-01-01","Psychology (non-specific)",225,215,"8.8","4","195","5.1","1.5","89.8","92.4","93.4","3.6","160","29900","39100","45600"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 7","Total","CAH17-01","Business and management","CAH17-01-09","Others in business and management",55,55,"0","2.8","55","4.7","2.8","72.6","91.5","92.5","19.8","40","26800","43800","55500"
201819,"Tax year","National","K02000001","United Kingdom","2016/2017","1 YAG","Level 7","Total","CAH16-01","Law","CAH16-01-01","Law",5640,5570,"2.2","1.3","5450","4.5","4.5","76.3","88.4","91","14.7","4035","18600","24800","36500"
201920,"Tax year","National","K02000001","United Kingdom","2008/2009","10 YAG","Level 7","Total","CAH15-04","Health and social care","CAH15-04-01","Social work",1925,1895,"7.5","1.4","1755","6.9","3.2","80.2","89.1","89.9","9.7","1320","20100","31500","41000"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 7","Total","CAH04-01","Psychology","CAH04-01-04","Psychology and health",1920,1905,"1.5","0.8","1880","2.7","3.6","64.6","91.1","93.6","29","1195","22300","26300","33900"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Total","CAH10-03","Materials and technology","CAH10-03-07","Materials science",55,45,"1.2","12.4","45","6.5","4.3","86.5","89.2","89.2","2.7","40","29500","40900","59100"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Total","CAH02-05","Medical sciences","CAH02-05-01","Medical technology",1015,985,"2.7","2.6","960","6.2","3.9","75.8","88.4","89.8","14","715","29900","39100","46700"
201920,"Tax year","National","K02000001","United Kingdom","2015/2016","3 YAG","Level 7","Total","CAH13-01","Architecture, building and planning","CAH13-01-02","Building",785,755,"2.4","3.6","740","6.5","3.9","85.8","89","89.6","3.8","625","31800","41700","54900"
202223,"Tax year","National","K02000001","United Kingdom","2018/2019","3 YAG","Level 7","Total","CAH22-01","Education and teaching","CAH22-01-01","Education",8710,8495,"2.5","2.5","8290","5.2","3","77.4","90","91.8","14.5","6250","28500","39400","48500"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Total","CAH01-01","Medicine and dentistry","CAH01-01-02","Medicine (non-specific)",3015,2890,"3","4.2","2800","7.4","3.5","69.4","86.8","89.2","19.8","1865","36100","49300","74500"
202021,"Tax year","National","K02000001","United Kingdom","2009/2010","10 YAG","Level 7","Total","CAH02-04","Nursing and midwifery","CAH02-04-01","Nursing (non-specific)",1635,1600,"6.7","2.3","1490","5.6","2.6","81.8","91","91.8","10","1165","25600","40200","50000"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","Level 7","Total","CAH25-01","Creative arts and design","CAH25-01-05","Others in creative arts and design",320,305,"0.7","3.9","305","8.5","10.2","69","78.5","81.3","12.2","190","14600","27400","35100"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","First-degree","Total","CAH20-01","History and archaeology","CAH20-01-03","Archaeology",750,730,"1.5","2.8","720","11.2","4.7","77.2","83","84.1","7","525","21200","29200","39800"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","Level 7","Total","CAH19-01","English studies","CAH19-01-03","Literature in English",700,675,"1.6","3.3","665","6.1","5.6","62.7","81.4","88.4","25.7","395","18200","22300","26600"
202021,"Tax year","National","K02000001","United Kingdom","2018/2019","1 YAG","Level 7","Total","CAH09-01","Mathematical sciences","CAH09-01-01","Mathematics",520,505,"3.5","2.6","490","6.6","4.7","58.3","79.5","88.7","30.4","280","23700","30700","39800"
202122,"Tax year","National","K02000001","United Kingdom","2010/2011","10 YAG","Level 7","Total","CAH04-01","Psychology","CAH04-01-02","Applied psychology",650,625,"8.5","3.7","570","9.2","4.5","76.3","85","86.2","10","405","22600","37200","51100"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Total","CAH03-01","Biosciences","CAH03-01-08","Molecular biology, biophysics and biochemistry",255,245,"8","3.9","225","11.1","4.9","76.1","83.8","84","8","160","24500","38000","49200"
201819,"Tax year","National","K02000001","United Kingdom","2016/2017","1 YAG","First-degree","Total","CAH11-01","Computing","CAH11-01-01","Computer science",7835,7710,"0.6","1.6","7665","4.8","8","73.8","82.8","87.1","13.3","5530","18600","24100","30300"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Total","CAH25-02","Performing arts","CAH25-02-04","Dance",1240,1215,"0.5","2.1","1210","4.1","5.8","82.9","89","90.1","7.2","930","13100","19700","25600"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH25-02","Performing arts","CAH25-02-04","Dance",1375,1335,"0.5","2.9","1330","3.5","5.4","81","89.1","91","10.1","990","12000","16800","22300"
202223,"Tax year","National","K02000001","United Kingdom","2020/2021","1 YAG","Level 7","Total","CAH04-01","Psychology","CAH04-01-02","Applied psychology",2025,1995,"1.3","1.4","1970","3.3","5.4","70.7","89.2","91.4","20.6","1345","21900","27000","34300"
201718,"Tax year","National","K02000001","United Kingdom","2011/2012","5 YAG","First-degree","Total","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",6540,6325,"1.4","3.3","6240","4.5","3.2","87.4","91.9","92.3","5","5335","19800","27400","31400"
202122,"Tax year","National","K02000001","United Kingdom","2019/2020","1 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-07","Mental health nursing",2485,2480,"0.3","0.2","2475","1.7","2.7","84.5","94.7","95.6","11.1","2085","28100","32500","39800"
202324,"Tax year","National","K02000001","United Kingdom","2017/2018","5 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-03","Community nursing",545,540,"1.1","0.9","535","3.4","2.4","75.5","92.1","94.2","18.7","400","30700","40600","46800"
202021,"Tax year","National","K02000001","United Kingdom","2014/2015","5 YAG","First-degree","Total","CAH17-01","Business and management","CAH17-01-04","Management studies",6165,6015,"1.4","2.5","5930","6.8","7.1","80","84.9","86.2","6.1","4610","23400","32100","46000"
201718,"Tax year","National","K02000001","United Kingdom","2013/2014","3 YAG","First-degree","Total","CAH05-01","Veterinary sciences","CAH05-01-01","Veterinary medicine and dentistry",575,545,"0.9","5.4","540","4.3","4.3","70.4","88.5","91.4","21","370","29200","35000","38700"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Total","CAH26-01","Geography, earth and environmental studies","CAH26-01-03","Human geography",2480,2415,"0.4","2.6","2405","3.7","2.7","82.5","91.5","93.5","11","1955","27400","33600","43800"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","First-degree","Total","CAH19-04","Languages and area studies","CAH19-04-04","Iberian studies",840,790,"0.5","5.9","785","10.3","4.3","76.2","83.5","85.4","9.2","585","25900","32500","43800"
202021,"Tax year","National","K02000001","United Kingdom","2016/2017","3 YAG","First-degree","Total","CAH25-02","Performing arts","CAH25-02-02","Music",5845,5740,"0.6","1.9","5705","4.8","9.4","74.9","83.1","85.8","10.9","3915","12000","17900","23400"
201920,"Tax year","National","K02000001","United Kingdom","2017/2018","1 YAG","Level 7","Total","CAH03-01","Biosciences","CAH03-01-10","Others in biosciences",290,285,"1.2","2.2","280","4.2","4.6","66.7","82.2","91.2","24.4","185","17900","23100","31800"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Total","CAH22-01","Education and teaching","CAH22-01-02","Teacher training",6830,6585,"0.4","3.5","6565","2.9","3.3","88.8","93.3","93.8","5","5765","21500","25900","27000"
202122,"Tax year","National","K02000001","United Kingdom","2015/2016","5 YAG","Level 7","Total","CAH15-04","Health and social care","CAH15-04-01","Social work",2605,2590,"1.2","0.7","2560","3.5","3.2","76.7","92.1","93.2","16.6","1905","25900","35400","42700"
201819,"Tax year","National","K02000001","United Kingdom","2014/2015","3 YAG","First-degree","Total","CAH10-01","Engineering","CAH10-01-02","Mechanical engineering",3780,3680,"1","2.7","3640","5.2","4.2","80.4","88.8","90.6","10.2","2890","26600","32800","39400"
201718,"Tax year","National","K02000001","United Kingdom","2006/2007","10 YAG","Level 7","Total","CAH01-01","Medicine and dentistry","CAH01-01-02","Medicine (non-specific)",1740,1650,"11.1","5.3","1465","11.1","2.7","77.9","85.4","86.2","8.3","1045","31800","46700","83200"
202223,"Tax year","National","K02000001","United Kingdom","2016/2017","5 YAG","Level 7","Total","CAH02-04","Nursing and midwifery","CAH02-04-03","Community nursing",795,785,"0.9","1","780","2.7","2.7","77.7","93.8","94.6","16.9","595","25600","36500","43800"
201920,"Tax year","National","K02000001","United Kingdom","2013/2014","5 YAG","First-degree","Total","CAH02-04","Nursing and midwifery","CAH02-04-04","Midwifery",1885,1850,"1","1.7","1835","4.6","2.9","76.2","91.8","92.5","16.3","1365","21200","29300","36200"
