Year,Subject group HECoS CAH1,Subject group HECoS CAH3,POLAR4 Quintile,Main scheme applicant,Main scheme application,Accepted applicants
2022,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 1,All,All,235
2023,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 1,All,All,250
2024,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 1,All,All,230
2019,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 1,All,All,35
2020,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 1,All,All,25
2021,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 1,All,All,25
2022,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 1,All,All,20
2023,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 1,All,All,10
2024,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 1,All,All,10
2019,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 1,All,All,10
2020,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 1,All,All,10
2021,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 1,All,All,10
2022,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 1,All,All,10
2023,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 1,All,All,10
2024,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 1,All,All,5
2019,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 1,All,All,135
2020,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 1,All,All,110
2021,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 1,All,All,115
2022,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 1,All,All,100
2023,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 1,All,All,105
2024,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 1,All,All,90
2019,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,All,All,470
2020,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,All,All,395
2021,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,All,All,395
2022,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,All,All,370
2023,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,All,All,445
2024,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 1,All,All,430
2019,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,All,All,400
2020,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,All,All,380
2021,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,All,All,380
2022,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,All,All,340
2023,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,All,All,330
2024,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 1,All,All,335
2019,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,All,All,70
2020,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,All,All,70
2021,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,All,All,70
2022,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,All,All,50
2023,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,All,All,45
2024,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 1,All,All,40
2019,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,All,All,25
2020,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,All,All,15
2021,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,All,All,25
2022,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,All,All,15
2023,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,All,All,15
2024,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 1,All,All,15
2019,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,All,All,80
2020,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,All,All,80
2021,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,All,All,70
2022,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,All,All,55
2023,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,All,All,55
2024,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 1,All,All,50
2019,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,All,All,10
2020,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,All,All,10
2021,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,All,All,10
2022,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,All,All,5
2023,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,All,All,5
2024,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 1,All,All,10
2019,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,All,All,90
2020,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,All,All,90
2021,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,All,All,95
2022,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,All,All,75
2023,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,All,All,90
2024,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 1,All,All,75
2019,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,All,All,120
2020,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,All,All,110
2021,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,All,All,130
2022,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,All,All,140
2023,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,All,All,120
2024,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 1,All,All,110
2019,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,All,All,5
2020,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,All,All,10
2021,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,All,All,10
2022,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,All,All,5
2023,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,All,All,5
2024,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 1,All,All,5
2019,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,All,All,10
2020,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,All,All,5
2021,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,All,All,5
2022,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,All,All,5
2024,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 1,All,All,10
2020,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,All,All,5
2022,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 1,All,All,5
2019,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,All,All,15
2020,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,All,All,5
2021,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,All,All,10
2022,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,All,All,5
2023,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,All,All,5
2024,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 1,All,All,5
2019,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,All,All,105
2020,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,All,All,130
2021,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,All,All,125
2022,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,All,All,115
2023,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,All,All,90
2024,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 1,All,All,70
2019,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,All,All,5
2020,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,All,All,10
2021,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,All,All,10
2022,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,All,All,10
2023,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,All,All,10
2024,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 1,All,All,10
2019,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,All,All,855
2020,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,All,All,895
2021,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,All,All,850
2022,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,All,All,915
2023,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,All,All,845
2024,"(CAH24) media, journalism and communications",(CAH24-01-05) media studies,Quintile 1,All,All,830
2019,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,All,All,30
2020,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,All,All,30
2021,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,All,All,20
2022,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,All,All,20
2023,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,All,All,20
2024,"(CAH24) media, journalism and communications",(CAH24-01-02) publicity studies,Quintile 1,All,All,25
2019,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,All,All,5
2020,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,All,All,5
2021,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,All,All,5
2022,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,All,All,5
2023,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,All,All,5
2024,"(CAH24) media, journalism and communications",(CAH24-01-01) information services,Quintile 1,All,All,5
2019,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,All,All,345
2020,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,All,All,350
2021,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,All,All,380
2022,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,All,All,380
2023,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,All,All,390
2024,"(CAH24) media, journalism and communications",(CAH24-01-04) journalism,Quintile 1,All,All,385
2019,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,All,All,20
2020,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,All,All,20
2021,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,All,All,20
2022,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,All,All,10
2023,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,All,All,15
2024,"(CAH24) media, journalism and communications",(CAH24-01-03) publishing,Quintile 1,All,All,10
2019,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,All,All,40
2020,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,All,All,25
2021,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,All,All,35
2022,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,All,All,45
2023,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,All,All,45
2024,(CAH23) combined and general studies,(CAH23-01-04) liberal arts (non-specific),Quintile 1,All,All,30
2019,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,All,All,45
2020,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,All,All,35
2021,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,All,All,30
2022,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,All,All,35
2023,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,All,All,35
2024,(CAH23) combined and general studies,(CAH23-01-03) humanities (non-specific),Quintile 1,All,All,30
2019,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,All,All,50
2020,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,All,All,60
2021,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,All,All,95
2022,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,All,All,65
2023,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,All,All,45
2024,(CAH23) combined and general studies,(CAH23-01-02) personal development,Quintile 1,All,All,45
2019,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,All,All,65
2020,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,All,All,60
2021,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,All,All,65
2022,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,All,All,85
2023,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,All,All,105
2024,(CAH23) combined and general studies,"(CAH23-01-01) combined, general or negotiated studies",Quintile 1,All,All,90
2019,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,All,All,585
2020,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,All,All,690
2021,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,All,All,710
2022,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,All,All,735
2023,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,All,All,740
2024,(CAH17) business and management,(CAH17-01-03) marketing,Quintile 1,All,All,805
