Year,Subject group HECoS CAH1,Subject group HECoS CAH3,IMD Aggregated,Accepted applicants
2020,(CAH10) engineering and technology,(CAH10-01-03) production and manufacturing engineering,Quintile 5,430
2021,(CAH10) engineering and technology,(CAH10-01-03) production and manufacturing engineering,Quintile 5,450
2022,(CAH10) engineering and technology,(CAH10-01-03) production and manufacturing engineering,Quintile 5,500
2023,(CAH10) engineering and technology,(CAH10-01-03) production and manufacturing engineering,Quintile 5,475
2024,(CAH10) engineering and technology,(CAH10-01-03) production and manufacturing engineering,Quintile 5,505
2019,(CAH10) engineering and technology,(CAH10-01-04) aeronautical and aerospace engineering,Quintile 5,660
2020,(CAH10) engineering and technology,(CAH10-01-04) aeronautical and aerospace engineering,Quintile 5,750
2021,(CAH10) engineering and technology,(CAH10-01-04) aeronautical and aerospace engineering,Quintile 5,815
2022,(CAH10) engineering and technology,(CAH10-01-04) aeronautical and aerospace engineering,Quintile 5,795
2023,(CAH10) engineering and technology,(CAH10-01-04) aeronautical and aerospace engineering,Quintile 5,760
2024,(CAH10) engineering and technology,(CAH10-01-04) aeronautical and aerospace engineering,Quintile 5,910
2019,(CAH10) engineering and technology,(CAH10-01-08) electrical and electronic engineering,Quintile 5,705
2020,(CAH10) engineering and technology,(CAH10-01-08) electrical and electronic engineering,Quintile 5,725
2021,(CAH10) engineering and technology,(CAH10-01-08) electrical and electronic engineering,Quintile 5,725
2022,(CAH10) engineering and technology,(CAH10-01-08) electrical and electronic engineering,Quintile 5,710
2023,(CAH10) engineering and technology,(CAH10-01-08) electrical and electronic engineering,Quintile 5,745
2024,(CAH10) engineering and technology,(CAH10-01-08) electrical and electronic engineering,Quintile 5,775
2019,(CAH10) engineering and technology,(CAH10-01-07) civil engineering,Quintile 5,800
2020,(CAH10) engineering and technology,(CAH10-01-07) civil engineering,Quintile 5,805
2021,(CAH10) engineering and technology,(CAH10-01-07) civil engineering,Quintile 5,855
2022,(CAH10) engineering and technology,(CAH10-01-07) civil engineering,Quintile 5,710
2023,(CAH10) engineering and technology,(CAH10-01-07) civil engineering,Quintile 5,690
2024,(CAH10) engineering and technology,(CAH10-01-07) civil engineering,Quintile 5,775
2019,(CAH10) engineering and technology,(CAH10-03-05) biotechnology,Quintile 5,45
2020,(CAH10) engineering and technology,(CAH10-03-05) biotechnology,Quintile 5,35
2021,(CAH10) engineering and technology,(CAH10-03-05) biotechnology,Quintile 5,30
2022,(CAH10) engineering and technology,(CAH10-03-05) biotechnology,Quintile 5,45
2023,(CAH10) engineering and technology,(CAH10-03-05) biotechnology,Quintile 5,30
2024,(CAH10) engineering and technology,(CAH10-03-05) biotechnology,Quintile 5,30
2019,(CAH10) engineering and technology,"(CAH10-01-09) chemical, process and energy engineering",Quintile 5,525
2020,(CAH10) engineering and technology,"(CAH10-01-09) chemical, process and energy engineering",Quintile 5,490
2021,(CAH10) engineering and technology,"(CAH10-01-09) chemical, process and energy engineering",Quintile 5,450
2022,(CAH10) engineering and technology,"(CAH10-01-09) chemical, process and energy engineering",Quintile 5,460
2023,(CAH10) engineering and technology,"(CAH10-01-09) chemical, process and energy engineering",Quintile 5,480
2024,(CAH10) engineering and technology,"(CAH10-01-09) chemical, process and energy engineering",Quintile 5,530
2020,(CAH10) engineering and technology,(CAH10-03-03) polymers and textiles,Quintile 5,5
2021,(CAH10) engineering and technology,(CAH10-03-03) polymers and textiles,Quintile 5,5
2022,(CAH10) engineering and technology,(CAH10-03-03) polymers and textiles,Quintile 5,10
2023,(CAH10) engineering and technology,(CAH10-03-03) polymers and textiles,Quintile 5,10
2024,(CAH10) engineering and technology,(CAH10-03-03) polymers and textiles,Quintile 5,15
2020,(CAH10) engineering and technology,(CAH10-03-01) minerals technology,Quintile 5,5
2021,(CAH10) engineering and technology,(CAH10-03-01) minerals technology,Quintile 5,5
2022,(CAH10) engineering and technology,(CAH10-03-01) minerals technology,Quintile 5,5
2019,(CAH10) engineering and technology,(CAH10-01-01) engineering (non-specific),Quintile 5,825
2020,(CAH10) engineering and technology,(CAH10-01-01) engineering (non-specific),Quintile 5,880
2021,(CAH10) engineering and technology,(CAH10-01-01) engineering (non-specific),Quintile 5,1005
2022,(CAH10) engineering and technology,(CAH10-01-01) engineering (non-specific),Quintile 5,890
2023,(CAH10) engineering and technology,(CAH10-01-01) engineering (non-specific),Quintile 5,855
2024,(CAH10) engineering and technology,(CAH10-01-01) engineering (non-specific),Quintile 5,890
2019,(CAH10) engineering and technology,(CAH10-01-10) others in engineering,Quintile 5,10
2020,(CAH10) engineering and technology,(CAH10-01-10) others in engineering,Quintile 5,5
2022,(CAH10) engineering and technology,(CAH10-01-10) others in engineering,Quintile 5,5
2024,(CAH10) engineering and technology,(CAH10-01-10) others in engineering,Quintile 5,5
2019,(CAH10) engineering and technology,(CAH10-01-02) mechanical engineering,Quintile 5,1585
2020,(CAH10) engineering and technology,(CAH10-01-02) mechanical engineering,Quintile 5,1705
2021,(CAH10) engineering and technology,(CAH10-01-02) mechanical engineering,Quintile 5,1615
2022,(CAH10) engineering and technology,(CAH10-01-02) mechanical engineering,Quintile 5,1635
2023,(CAH10) engineering and technology,(CAH10-01-02) mechanical engineering,Quintile 5,1600
2024,(CAH10) engineering and technology,(CAH10-01-02) mechanical engineering,Quintile 5,1775
2019,(CAH10) engineering and technology,(CAH10-03-04) maritime technology,Quintile 5,15
2020,(CAH10) engineering and technology,(CAH10-03-04) maritime technology,Quintile 5,25
2021,(CAH10) engineering and technology,(CAH10-03-04) maritime technology,Quintile 5,30
2022,(CAH10) engineering and technology,(CAH10-03-04) maritime technology,Quintile 5,25
2023,(CAH10) engineering and technology,(CAH10-03-04) maritime technology,Quintile 5,20
2024,(CAH10) engineering and technology,(CAH10-03-04) maritime technology,Quintile 5,25
2019,(CAH10) engineering and technology,(CAH10-01-05) naval architecture,Quintile 5,10
2020,(CAH10) engineering and technology,(CAH10-01-05) naval architecture,Quintile 5,15
2021,(CAH10) engineering and technology,(CAH10-01-05) naval architecture,Quintile 5,20
2022,(CAH10) engineering and technology,(CAH10-01-05) naval architecture,Quintile 5,10
2023,(CAH10) engineering and technology,(CAH10-01-05) naval architecture,Quintile 5,20
2024,(CAH10) engineering and technology,(CAH10-01-05) naval architecture,Quintile 5,15
2019,(CAH10) engineering and technology,(CAH10-03-07) materials science,Quintile 5,70
2020,(CAH10) engineering and technology,(CAH10-03-07) materials science,Quintile 5,85
2021,(CAH10) engineering and technology,(CAH10-03-07) materials science,Quintile 5,70
2022,(CAH10) engineering and technology,(CAH10-03-07) materials science,Quintile 5,70
2023,(CAH10) engineering and technology,(CAH10-03-07) materials science,Quintile 5,70
2024,(CAH10) engineering and technology,(CAH10-03-07) materials science,Quintile 5,60
2019,(CAH02) subjects allied to medicine,(CAH02-06-03) ophthalmics,Quintile 5,165
2020,(CAH02) subjects allied to medicine,(CAH02-06-03) ophthalmics,Quintile 5,185
2021,(CAH02) subjects allied to medicine,(CAH02-06-03) ophthalmics,Quintile 5,150
2022,(CAH02) subjects allied to medicine,(CAH02-06-03) ophthalmics,Quintile 5,150
2023,(CAH02) subjects allied to medicine,(CAH02-06-03) ophthalmics,Quintile 5,145
2024,(CAH02) subjects allied to medicine,(CAH02-06-03) ophthalmics,Quintile 5,165
2019,(CAH02) subjects allied to medicine,"(CAH02-05-04) anatomy, physiology and pathology",Quintile 5,185
2020,(CAH02) subjects allied to medicine,"(CAH02-05-04) anatomy, physiology and pathology",Quintile 5,205
2021,(CAH02) subjects allied to medicine,"(CAH02-05-04) anatomy, physiology and pathology",Quintile 5,245
2022,(CAH02) subjects allied to medicine,"(CAH02-05-04) anatomy, physiology and pathology",Quintile 5,185
2023,(CAH02) subjects allied to medicine,"(CAH02-05-04) anatomy, physiology and pathology",Quintile 5,165
2024,(CAH02) subjects allied to medicine,"(CAH02-05-04) anatomy, physiology and pathology",Quintile 5,175
2019,(CAH02) subjects allied to medicine,(CAH02-05-01) medical technology,Quintile 5,230
2020,(CAH02) subjects allied to medicine,(CAH02-05-01) medical technology,Quintile 5,280
2021,(CAH02) subjects allied to medicine,(CAH02-05-01) medical technology,Quintile 5,360
2022,(CAH02) subjects allied to medicine,(CAH02-05-01) medical technology,Quintile 5,255
2023,(CAH02) subjects allied to medicine,(CAH02-05-01) medical technology,Quintile 5,255
2024,(CAH02) subjects allied to medicine,(CAH02-05-01) medical technology,Quintile 5,260
2019,(CAH02) subjects allied to medicine,(CAH02-06-06) complementary and alternative medicine,Quintile 5,195
2020,(CAH02) subjects allied to medicine,(CAH02-06-06) complementary and alternative medicine,Quintile 5,225
2021,(CAH02) subjects allied to medicine,(CAH02-06-06) complementary and alternative medicine,Quintile 5,235
2022,(CAH02) subjects allied to medicine,(CAH02-06-06) complementary and alternative medicine,Quintile 5,235
2023,(CAH02) subjects allied to medicine,(CAH02-06-06) complementary and alternative medicine,Quintile 5,195
2024,(CAH02) subjects allied to medicine,(CAH02-06-06) complementary and alternative medicine,Quintile 5,200
2019,(CAH02) subjects allied to medicine,(CAH02-06-01) health sciences (non-specific),Quintile 5,840
2020,(CAH02) subjects allied to medicine,(CAH02-06-01) health sciences (non-specific),Quintile 5,1015
2021,(CAH02) subjects allied to medicine,(CAH02-06-01) health sciences (non-specific),Quintile 5,1155
2022,(CAH02) subjects allied to medicine,(CAH02-06-01) health sciences (non-specific),Quintile 5,1060
2023,(CAH02) subjects allied to medicine,(CAH02-06-01) health sciences (non-specific),Quintile 5,1075
2024,(CAH02) subjects allied to medicine,(CAH02-06-01) health sciences (non-specific),Quintile 5,1035
2019,(CAH02) subjects allied to medicine,(CAH02-06-02) nutrition and dietetics,Quintile 5,290
2020,(CAH02) subjects allied to medicine,(CAH02-06-02) nutrition and dietetics,Quintile 5,325
2021,(CAH02) subjects allied to medicine,(CAH02-06-02) nutrition and dietetics,Quintile 5,310
2022,(CAH02) subjects allied to medicine,(CAH02-06-02) nutrition and dietetics,Quintile 5,300
2023,(CAH02) subjects allied to medicine,(CAH02-06-02) nutrition and dietetics,Quintile 5,265
2024,(CAH02) subjects allied to medicine,(CAH02-06-02) nutrition and dietetics,Quintile 5,245
2019,(CAH02) subjects allied to medicine,(CAH02-06-04) environmental and public health,Quintile 5,45
2020,(CAH02) subjects allied to medicine,(CAH02-06-04) environmental and public health,Quintile 5,30
2021,(CAH02) subjects allied to medicine,(CAH02-06-04) environmental and public health,Quintile 5,40
2022,(CAH02) subjects allied to medicine,(CAH02-06-04) environmental and public health,Quintile 5,35
2023,(CAH02) subjects allied to medicine,(CAH02-06-04) environmental and public health,Quintile 5,35
2024,(CAH02) subjects allied to medicine,(CAH02-06-04) environmental and public health,Quintile 5,30
2019,(CAH02) subjects allied to medicine,"(CAH02-06-07) counselling, psychotherapy and occupational therapy",Quintile 5,535
2020,(CAH02) subjects allied to medicine,"(CAH02-06-07) counselling, psychotherapy and occupational therapy",Quintile 5,640
2021,(CAH02) subjects allied to medicine,"(CAH02-06-07) counselling, psychotherapy and occupational therapy",Quintile 5,630
2022,(CAH02) subjects allied to medicine,"(CAH02-06-07) counselling, psychotherapy and occupational therapy",Quintile 5,585
2023,(CAH02) subjects allied to medicine,"(CAH02-06-07) counselling, psychotherapy and occupational therapy",Quintile 5,550
2024,(CAH02) subjects allied to medicine,"(CAH02-06-07) counselling, psychotherapy and occupational therapy",Quintile 5,585
2019,(CAH02) subjects allied to medicine,(CAH02-02-01) pharmacology,Quintile 5,180
2020,(CAH02) subjects allied to medicine,(CAH02-02-01) pharmacology,Quintile 5,190
2021,(CAH02) subjects allied to medicine,(CAH02-02-01) pharmacology,Quintile 5,215
2022,(CAH02) subjects allied to medicine,(CAH02-02-01) pharmacology,Quintile 5,235
2023,(CAH02) subjects allied to medicine,(CAH02-02-01) pharmacology,Quintile 5,230
2024,(CAH02) subjects allied to medicine,(CAH02-02-01) pharmacology,Quintile 5,270
2019,(CAH02) subjects allied to medicine,(CAH02-02-03) pharmacy,Quintile 5,485
2020,(CAH02) subjects allied to medicine,(CAH02-02-03) pharmacy,Quintile 5,455
2021,(CAH02) subjects allied to medicine,(CAH02-02-03) pharmacy,Quintile 5,595
2022,(CAH02) subjects allied to medicine,(CAH02-02-03) pharmacy,Quintile 5,575
2023,(CAH02) subjects allied to medicine,(CAH02-02-03) pharmacy,Quintile 5,630
2024,(CAH02) subjects allied to medicine,(CAH02-02-03) pharmacy,Quintile 5,640
2019,(CAH02) subjects allied to medicine,(CAH02-06-05) physiotherapy,Quintile 5,670
2020,(CAH02) subjects allied to medicine,(CAH02-06-05) physiotherapy,Quintile 5,840
2021,(CAH02) subjects allied to medicine,(CAH02-06-05) physiotherapy,Quintile 5,780
2022,(CAH02) subjects allied to medicine,(CAH02-06-05) physiotherapy,Quintile 5,770
2023,(CAH02) subjects allied to medicine,(CAH02-06-05) physiotherapy,Quintile 5,805
2024,(CAH02) subjects allied to medicine,(CAH02-06-05) physiotherapy,Quintile 5,850
2019,(CAH02) subjects allied to medicine,(CAH02-05-02) healthcare science (non-specific),Quintile 5,155
2020,(CAH02) subjects allied to medicine,(CAH02-05-02) healthcare science (non-specific),Quintile 5,195
2021,(CAH02) subjects allied to medicine,(CAH02-05-02) healthcare science (non-specific),Quintile 5,190
2022,(CAH02) subjects allied to medicine,(CAH02-05-02) healthcare science (non-specific),Quintile 5,160
2023,(CAH02) subjects allied to medicine,(CAH02-05-02) healthcare science (non-specific),Quintile 5,220
2024,(CAH02) subjects allied to medicine,(CAH02-05-02) healthcare science (non-specific),Quintile 5,255
2019,(CAH02) subjects allied to medicine,(CAH02-05-03) biomedical sciences (non-specific),Quintile 5,1505
2020,(CAH02) subjects allied to medicine,(CAH02-05-03) biomedical sciences (non-specific),Quintile 5,1500
2021,(CAH02) subjects allied to medicine,(CAH02-05-03) biomedical sciences (non-specific),Quintile 5,1520
2022,(CAH02) subjects allied to medicine,(CAH02-05-03) biomedical sciences (non-specific),Quintile 5,1615
2023,(CAH02) subjects allied to medicine,(CAH02-05-03) biomedical sciences (non-specific),Quintile 5,1595
2024,(CAH02) subjects allied to medicine,(CAH02-05-03) biomedical sciences (non-specific),Quintile 5,1525
2019,(CAH02) subjects allied to medicine,(CAH02-02-02) toxicology,Quintile 5,5
2023,(CAH02) subjects allied to medicine,(CAH02-02-02) toxicology,Quintile 5,5
2019,(CAH02) subjects allied to medicine,(CAH02-04-02) adult nursing,Quintile 5,1885
2020,(CAH02) subjects allied to medicine,(CAH02-04-02) adult nursing,Quintile 5,2345
2021,(CAH02) subjects allied to medicine,(CAH02-04-02) adult nursing,Quintile 5,2595
2022,(CAH02) subjects allied to medicine,(CAH02-04-02) adult nursing,Quintile 5,2130
2023,(CAH02) subjects allied to medicine,(CAH02-04-02) adult nursing,Quintile 5,1700
2024,(CAH02) subjects allied to medicine,(CAH02-04-02) adult nursing,Quintile 5,1470
2019,(CAH02) subjects allied to medicine,(CAH02-04-05) children's nursing,Quintile 5,530
2020,(CAH02) subjects allied to medicine,(CAH02-04-05) children's nursing,Quintile 5,645
2021,(CAH02) subjects allied to medicine,(CAH02-04-05) children's nursing,Quintile 5,665
2022,(CAH02) subjects allied to medicine,(CAH02-04-05) children's nursing,Quintile 5,580
2023,(CAH02) subjects allied to medicine,(CAH02-04-05) children's nursing,Quintile 5,535
2024,(CAH02) subjects allied to medicine,(CAH02-04-05) children's nursing,Quintile 5,535
2021,(CAH02) subjects allied to medicine,(CAH02-04-03) community nursing,Quintile 5,5
2022,(CAH02) subjects allied to medicine,(CAH02-04-03) community nursing,Quintile 5,5
2019,(CAH02) subjects allied to medicine,(CAH02-04-09) others in nursing,Quintile 5,20
2020,(CAH02) subjects allied to medicine,(CAH02-04-09) others in nursing,Quintile 5,20
2021,(CAH02) subjects allied to medicine,(CAH02-04-09) others in nursing,Quintile 5,30
2022,(CAH02) subjects allied to medicine,(CAH02-04-09) others in nursing,Quintile 5,20
2023,(CAH02) subjects allied to medicine,(CAH02-04-09) others in nursing,Quintile 5,35
2024,(CAH02) subjects allied to medicine,(CAH02-04-09) others in nursing,Quintile 5,20
2019,(CAH02) subjects allied to medicine,(CAH02-04-06) dental nursing,Quintile 5,30
2020,(CAH02) subjects allied to medicine,(CAH02-04-06) dental nursing,Quintile 5,40
2021,(CAH02) subjects allied to medicine,(CAH02-04-06) dental nursing,Quintile 5,25
2022,(CAH02) subjects allied to medicine,(CAH02-04-06) dental nursing,Quintile 5,35
2023,(CAH02) subjects allied to medicine,(CAH02-04-06) dental nursing,Quintile 5,40
2024,(CAH02) subjects allied to medicine,(CAH02-04-06) dental nursing,Quintile 5,50
2019,(CAH02) subjects allied to medicine,(CAH02-04-08) learning disabilities nursing,Quintile 5,90
2020,(CAH02) subjects allied to medicine,(CAH02-04-08) learning disabilities nursing,Quintile 5,75
2021,(CAH02) subjects allied to medicine,(CAH02-04-08) learning disabilities nursing,Quintile 5,90
2022,(CAH02) subjects allied to medicine,(CAH02-04-08) learning disabilities nursing,Quintile 5,60
2023,(CAH02) subjects allied to medicine,(CAH02-04-08) learning disabilities nursing,Quintile 5,45
2024,(CAH02) subjects allied to medicine,(CAH02-04-08) learning disabilities nursing,Quintile 5,55
2019,(CAH02) subjects allied to medicine,(CAH02-04-07) mental health nursing,Quintile 5,510
2020,(CAH02) subjects allied to medicine,(CAH02-04-07) mental health nursing,Quintile 5,715
2021,(CAH02) subjects allied to medicine,(CAH02-04-07) mental health nursing,Quintile 5,665
2022,(CAH02) subjects allied to medicine,(CAH02-04-07) mental health nursing,Quintile 5,530
2023,(CAH02) subjects allied to medicine,(CAH02-04-07) mental health nursing,Quintile 5,480
2024,(CAH02) subjects allied to medicine,(CAH02-04-07) mental health nursing,Quintile 5,530
2019,(CAH02) subjects allied to medicine,(CAH02-04-04) midwifery,Quintile 5,680
2020,(CAH02) subjects allied to medicine,(CAH02-04-04) midwifery,Quintile 5,775
2021,(CAH02) subjects allied to medicine,(CAH02-04-04) midwifery,Quintile 5,795
2022,(CAH02) subjects allied to medicine,(CAH02-04-04) midwifery,Quintile 5,735
2023,(CAH02) subjects allied to medicine,(CAH02-04-04) midwifery,Quintile 5,650
2024,(CAH02) subjects allied to medicine,(CAH02-04-04) midwifery,Quintile 5,590
2019,(CAH02) subjects allied to medicine,(CAH02-04-01) nursing (non-specific),Quintile 5,315
2020,(CAH02) subjects allied to medicine,(CAH02-04-01) nursing (non-specific),Quintile 5,245
2021,(CAH02) subjects allied to medicine,(CAH02-04-01) nursing (non-specific),Quintile 5,265
2022,(CAH02) subjects allied to medicine,(CAH02-04-01) nursing (non-specific),Quintile 5,230
2023,(CAH02) subjects allied to medicine,(CAH02-04-01) nursing (non-specific),Quintile 5,185
2024,(CAH02) subjects allied to medicine,(CAH02-04-01) nursing (non-specific),Quintile 5,170
2019,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 5,335
2020,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 5,325
2021,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 5,355
2022,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 5,370
2023,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 5,365
2024,(CAH19) language and area studies,(CAH19-01-05) creative writing,Quintile 5,340
2019,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 5,130
2020,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 5,90
2021,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 5,85
2022,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 5,80
2023,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 5,45
2024,(CAH19) language and area studies,(CAH19-04-08) American and Australasian studies,Quintile 5,45
2019,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 5,15
2020,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 5,10
2021,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 5,10
2022,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 5,10
2023,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 5,10
2024,(CAH19) language and area studies,(CAH19-01-06) others in English studies,Quintile 5,10
2019,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 5,220
2020,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 5,200
2021,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 5,170
2022,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 5,175
2023,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 5,185
2024,(CAH19) language and area studies,(CAH19-01-02) English language,Quintile 5,175
2019,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 5,1000
2020,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 5,910
2021,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 5,955
2022,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 5,910
2023,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 5,975
2024,(CAH19) language and area studies,(CAH19-01-03) literature in English,Quintile 5,950
2019,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,1165
2020,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,1085
2021,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,1045
2022,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,1030
2023,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,965
2024,(CAH19) language and area studies,(CAH19-01-01) English studies (non-specific),Quintile 5,1000
2019,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,350
2020,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,320
2021,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,290
2022,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,265
2023,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,245
2024,(CAH19) language and area studies,(CAH19-04-01) French studies,Quintile 5,235
2019,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,130
2020,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,135
2021,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,115
2022,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,100
2023,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,85
2024,(CAH19) language and area studies,(CAH19-04-02) German and Scandinavian studies,Quintile 5,110
2019,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,380
2020,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,345
2021,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,305
2022,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,260
2023,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,265
2024,(CAH19) language and area studies,(CAH19-04-04) Iberian studies,Quintile 5,260
2019,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,55
2020,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,45
2021,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,50
2022,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,35
2023,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,40
2024,(CAH19) language and area studies,(CAH19-04-03) Italian studies,Quintile 5,40
2019,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,205
2020,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,205
2021,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,180
2022,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,225
2023,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,175
2024,(CAH19) language and area studies,(CAH19-01-07) linguistics,Quintile 5,205
2019,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,585
2020,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,660
2021,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,625
2022,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,655
2023,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,545
2024,(CAH19) language and area studies,(CAH19-04-09) others in language and area studies,Quintile 5,555
2019,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,50
2020,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,40
2021,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,35
2022,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,40
2023,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,35
2024,(CAH19) language and area studies,(CAH19-04-05) Slavic studies,Quintile 5,40
2019,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,10
2020,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,10
2021,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,10
2022,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,15
2023,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,10
2024,(CAH19) language and area studies,(CAH19-02-03) Welsh studies,Quintile 5,15
2019,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,5
2020,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,5
2021,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,10
2022,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,5
2023,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,10
2024,(CAH19) language and area studies,(CAH19-02-01) Celtic studies (non-specific),Quintile 5,10
2019,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,5
2020,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,10
2021,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,10
2022,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,5
2023,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,5
2024,(CAH19) language and area studies,(CAH19-02-02) Gaelic studies,Quintile 5,10
2019,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,5
2021,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,5
2022,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,5
2023,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,5
2024,(CAH19) language and area studies,(CAH19-02-04) others in Celtic studies,Quintile 5,5
2019,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,210
2020,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,175
2021,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,185
2022,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,200
2023,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,135
2024,(CAH19) language and area studies,(CAH19-04-06) Asian studies,Quintile 5,130
2019,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,60
2020,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,35
2021,(CAH19) language and area studies,(CAH19-04-07) African and modern Middle Eastern studies,Quintile 5,40
